rows,50000
columns,7
x1,x2,x3,x4,x5,x6,F14
2,4,4,-5,1,1,-2.5
5,-4,2,5,3,0,-0.0
-4,1,-2,4,-3,1,-1.5
3,-3,0,-5,2,1,inf
-4,-5,2,4,1,-3,-7.5
0,2,3,0,-4,5,inf
2,-1,-2,-2,-3,1,1.5
-1,4,2,4,-4,0,-0.0
0,5,5,4,-4,-4,inf
-4,-3,1,3,-5,-4,45.0
0,4,-4,-2,2,4,inf
0,-1,3,4,0,4,inf
1,-1,-2,4,2,1,4.0
-1,-1,3,-4,-2,-2,-5.333333333333333
1,5,-4,-5,5,4,124.99999999999997
-2,-2,-4,-4,3,2,6.0
1,5,-4,-5,-1,-3,18.749999999999996
4,3,1,3,2,-2,-9.0
1,0,3,1,4,-4,inf
-1,5,1,2,-4,-5,-200.0
-3,-2,-3,0,5,-1,inf
-5,-4,0,-5,4,-4,inf
5,4,0,3,3,-1,inf
4,-1,0,3,-3,-5,inf
3,0,-3,3,-4,5,inf
4,-3,2,3,1,0,-0.0
5,-3,-2,-2,-3,-5,-9.0
-1,5,0,-2,-5,-5,inf
1,1,5,-5,4,3,-12.0
-3,3,-1,-2,5,0,-0.0
2,4,0,-1,-5,-2,inf
2,0,3,0,-3,-3,inf
5,-5,5,-1,-3,3,-1.8
-2,0,4,3,1,-3,inf
-4,-1,2,-4,3,0,-0.0
-3,4,-2,2,5,5,33.333333333333336
0,3,-4,5,-4,1,inf
-4,1,-5,-1,-3,-4,-0.6
3,4,0,-4,-3,5,inf
-1,-3,-3,3,-5,-2,-30.0
-2,-4,1,-2,-1,-2,-8.0
2,0,-4,-4,-3,-2,inf
3,5,3,-3,-2,3,10.0
-5,-3,-5,5,-5,3,9.0
2,-4,-4,-5,1,4,-10.0
0,1,-1,-3,3,1,inf
1,-4,1,-1,2,-5,-40.0
-3,5,1,-4,-4,0,0.0
1,-5,-2,2,-4,-4,80.0
-5,-3,-2,1,1,-3,0.8999999999999999
4,1,0,-1,5,0,inf
-5,4,-3,-2,5,5,-13.333333333333334
4,3,-4,-2,1,1,0.375
-2,3,0,-4,-4,2,inf
5,0,-3,-2,-3,-1,inf
5,0,4,-1,-1,-1,inf
-3,-4,-5,0,3,-4,inf
2,-1,5,-3,1,-5,-1.5
3,-3,-1,-4,2,-3,24.0
3,1,-4,5,3,2,-2.4999999999999996
-5,-3,3,3,-4,5,-12.0
1,-5,4,0,5,4,inf
3,-1,3,-4,1,5,2.2222222222222223
0,-3,3,-3,-4,3,inf
2,-4,3,5,1,0,-0.0
4,-4,2,2,-3,0,-0.0
4,5,-4,4,-2,0,-0.0
-1,-2,2,3,-1,2,-6.0
-1,1,-5,-5,1,-1,1.0
0,1,4,-3,-3,2,inf
-2,-1,-4,-4,-1,-5,2.5
-3,1,2,-5,2,-2,-3.333333333333333
-1,-5,-4,1,1,-5,6.25
0,-1,3,4,-2,1,inf
2,-1,-4,-5,-2,2,2.5
2,-1,-4,-1,5,-3,1.875
-1,2,0,1,-1,-3,inf
1,3,-2,-5,-2,2,-30.0
2,-5,0,5,-5,-4,inf
0,5,0,-1,3,5,inf
0,3,-1,0,3,-1,inf
-1,4,-4,-3,-1,-2,-6.0
-2,-5,2,4,2,2,20.0
1,-1,0,-1,5,3,inf
-5,3,1,0,-5,2,inf
-3,-5,-2,0,-5,5,inf
-5,-5,3,5,3,-3,-15.0
5,-2,-5,-5,-2,1,0.8
4,-5,-5,3,-3,-4,8.999999999999998
3,3,-5,4,-1,1,0.8
-3,1,-5,-3,1,0,-0.0
-5,-3,2,5,5,3,22.499999999999996
-5,-2,5,-2,2,3,-0.96
4,-3,-5,-4,-4,-1,-2.4000000000000004
-3,-2,-2,0,4,-3,inf
3,-1,4,5,-3,-5,-6.249999999999999
-3,3,2,-2,-3,-4,12.0
-2,5,1,4,4,0,-0.0
-2,-1,-4,5,0,4,-0.0
4,-3,2,-3,-2,-5,11.25
4,0,1,4,-3,2,inf
-2,-1,3,5,0,5,0.0
1,-3,3,-2,5,1,10.0
-2,5,1,-1,-2,1,-5.0
4,0,-5,-3,-2,-3,inf
-5,4,1,-3,5,-2,-24.000000000000004
4,-4,-4,5,4,-1,-5.0
2,-5,-3,-2,0,-4,-0.0
-3,-4,4,-1,-5,4,6.666666666666667
-5,4,-3,3,1,4,3.2
2,-2,2,-4,4,1,8.0
1,-4,-5,3,5,1,12.0
-3,4,-2,-4,-5,0,-0.0
-2,5,2,1,1,5,-6.25
-2,-3,4,3,-5,-5,28.125
0,5,2,-4,1,5,inf
5,-1,-5,2,-2,2,-0.32
1,2,4,-4,-3,3,18.0
-3,0,-5,0,-1,-2,inf
-2,0,-5,2,-2,0,inf
0,-2,4,-3,1,0,inf
-1,3,-3,5,-4,4,-80.0
-1,-5,-2,-3,1,4,30.0
-5,-2,2,1,1,-1,-0.2
-1,-5,0,2,1,-2,inf
-1,-2,-4,2,-1,-2,-2.0
-2,-2,4,-4,-3,-5,-15.0
-4,0,-2,-4,1,0,inf
4,-3,-3,1,-4,5,-5.0
4,-3,2,2,-1,5,3.75
1,-4,4,-5,-4,-3,60.0
1,5,-3,5,4,-5,166.66666666666669
-5,-4,-5,-1,1,5,0.8
-4,-2,5,-1,4,1,-0.4
2,1,-4,-2,5,2,2.5
2,0,-1,-2,-2,-3,inf
-2,-4,-3,-1,1,3,2.0
3,-5,-1,-4,5,2,-66.66666666666667
4,-3,-3,-1,-3,5,3.75
-4,-4,5,1,-2,5,-2.0
2,-3,-3,-5,2,3,-15.000000000000002
-5,-3,3,-3,0,3,-0.0
5,-1,-3,-5,-2,4,2.6666666666666665
5,-2,1,-1,5,1,2.0
0,4,2,-5,1,0,inf
-1,0,-1,4,-1,-4,inf
2,4,3,3,-4,2,-16.0
2,3,2,2,0,-4,0.0
2,-2,3,-1,2,4,2.6666666666666665
2,-2,-1,-5,0,2,-0.0
5,1,-1,-4,-1,3,-2.4
-5,-4,-3,-4,5,-1,-5.333333333333333
-4,-4,-5,4,5,0,-0.0
-5,-2,-3,-1,-1,4,-0.5333333333333333
1,-1,-5,4,-1,-5,4.0
1,-5,1,3,-3,0,-0.0
-1,-4,4,-4,5,4,-80.0
5,-3,5,3,0,-3,-0.0
4,0,0,3,4,4,inf
4,5,3,4,-2,-2,6.666666666666666
5,5,0,-3,-2,-2,inf
-2,5,-1,4,-5,5,-250.0
2,0,3,0,-3,-4,inf
0,4,2,-3,2,-3,inf
-3,3,-2,-4,3,-3,18.0
0,-4,-4,5,2,-4,inf
-5,-4,-4,5,-5,5,25.0
1,2,2,4,3,0,0.0
-2,2,4,-2,0,2,0.0
5,0,-5,4,0,-3,inf
4,3,-3,-2,4,-1,-2.0
2,5,0,-4,-3,-1,inf
-1,0,2,3,-4,-2,inf
-4,-4,-3,-4,5,-4,-26.666666666666668
-5,1,3,-3,4,-1,-0.8
1,5,1,-2,4,2,-80.0
2,0,-2,0,2,3,inf
1,-2,1,-5,-3,-5,150.0
4,4,-1,-2,-5,4,-40.0
2,1,-2,2,3,5,-7.5
2,-1,2,1,0,2,-0.0
-4,-2,2,0,1,4,inf
3,0,-2,-2,4,4,inf
-2,5,-2,0,5,2,inf
2,4,2,-1,-1,1,1.0
2,-1,-3,4,1,3,2.0
-1,0,3,-4,0,-2,inf
-3,4,-1,-5,-1,-5,-33.33333333333333
-2,4,1,3,1,5,-30.0
-5,-2,-2,-2,5,2,4.0
3,-1,-5,-1,-3,-2,-0.4
-1,4,5,-3,2,4,19.2
-2,4,3,-3,-1,-2,4.0
-5,-3,5,5,0,0,0.0
-5,1,1,-5,3,4,12.0
5,-1,4,0,-4,-5,inf
3,-4,-4,5,-4,-3,19.999999999999996
3,2,4,2,-3,-4,4.0
-3,-1,5,4,4,-3,-3.2
4,-2,2,1,3,-4,3.0
-3,-3,-1,5,0,0,-0.0
-1,-4,3,-5,-3,-1,-20.0
0,-2,4,-1,0,-4,inf
3,3,5,-4,-2,3,4.8
1,2,4,3,-1,1,-1.5
-3,-2,-1,4,1,4,-10.666666666666666
5,1,5,-2,-2,1,0.16
-5,1,2,-2,-3,2,-1.2
2,0,-5,-2,2,5,inf
-5,-5,3,1,-2,2,-1.3333333333333333
1,-2,-1,4,5,-4,-160.0
5,-5,1,-2,-4,-5,40.0
-2,-1,0,-1,-4,0,inf
-4,3,-1,4,-2,-2,12.0
-1,-2,-1,4,2,-3,48.0
1,5,-5,3,-4,2,23.999999999999996
2,4,-4,3,4,5,-30.0
1,-5,-2,2,2,4,40.0
-1,-4,3,0,1,5,inf
-1,-1,5,-1,-1,-1,-0.2
1,1,0,3,-3,-5,inf
2,1,5,5,-2,4,-4.0
5,0,0,1,-1,-5,inf
-3,-5,-2,0,-3,-4,inf
0,-1,-4,0,-1,3,inf
-2,5,-2,-3,4,0,-0.0
-5,4,3,-4,-3,-1,3.2
0,4,-3,5,0,-4,inf
-1,2,-2,2,3,-2,-12.0
0,0,3,-2,-1,0,inf
-4,-1,-4,5,5,0,-0.0
2,2,5,4,-2,-4,6.4
3,-2,5,3,-1,2,0.8
5,4,-4,0,-1,2,inf
5,4,-4,3,-4,0,-0.0
0,-3,-4,0,4,5,inf
1,-3,-4,-3,2,-1,4.5
-1,-4,4,-5,-5,-2,-50.0
-4,4,-5,3,-5,1,-3.0
2,-3,-3,-1,-3,0,-0.0
1,5,-1,-2,4,-5,-200.0
4,3,4,-5,-1,-2,-1.875
-3,3,1,-4,2,4,32.0
1,-2,-4,4,-3,-3,18.0
1,-5,-5,0,1,-2,inf
4,2,3,4,-3,-5,10.0
2,1,4,-2,0,-2,-0.0
-1,4,-2,-2,0,-1,-0.0
-1,4,1,-4,5,1,80.0
-1,-1,-2,1,-5,-4,-10.0
-2,-2,2,-1,2,-5,5.0
-5,3,-4,5,-5,0,0.0
-2,-5,-4,-3,-1,-2,3.75
1,1,1,4,-5,2,-40.0
-2,1,-4,-4,5,0,-0.0
4,4,2,2,-5,1,-5.0
3,3,3,-2,2,2,-2.6666666666666665
5,-4,-3,2,3,0,0.0
3,-3,3,0,1,2,inf
5,0,2,0,-3,0,inf
1,1,3,-5,-5,-5,-41.66666666666667
-3,-2,2,3,-4,-2,8.0
0,1,3,5,-5,4,inf
4,3,-2,4,4,1,-6.0
-1,-4,-3,-5,4,-3,-80.0
0,-3,-4,4,-2,-1,inf
2,-2,5,-1,-3,-3,1.8
-5,4,5,3,-2,1,0.96
-3,-5,0,-3,0,3,inf
-3,-4,-4,-1,-5,-3,5.0
-1,4,-3,-5,-3,0,-0.0
-5,1,-4,-1,2,5,-0.5
-3,5,2,1,0,2,-0.0
-5,-5,-5,5,-4,-5,-20.0
1,-2,4,-3,-3,-1,4.5
3,-1,-1,-3,-3,3,9.0
4,-3,1,-5,0,1,0.0
2,0,-5,-3,0,3,inf
1,1,-2,1,4,-4,8.0
0,-2,-1,-2,-1,0,inf
-4,2,-4,1,2,5,1.25
0,4,5,2,1,0,inf
-2,5,0,3,4,4,inf
-3,-4,4,0,-2,-5,inf
5,-3,0,-5,-4,5,inf
-4,-3,-4,5,-4,4,15.0
-5,3,2,3,-4,5,18.0
2,2,-5,1,4,-3,2.4
-2,-1,5,2,3,0,0.0
4,-5,-4,-4,3,-2,7.5
-5,-4,-3,-2,1,0,0.0
5,-2,1,-5,0,0,0.0
2,5,1,2,-2,-4,40.0
5,5,-3,1,3,-5,5.0
-4,5,-4,-3,3,-5,14.0625
-2,-2,5,-4,4,-5,16.0
-5,-5,-3,0,-5,1,inf
0,2,-1,1,0,3,inf
-3,5,-3,-3,4,2,-13.333333333333334
3,2,3,-1,-2,5,2.2222222222222223
5,0,1,-3,2,-3,inf
-4,-5,4,2,3,-4,-7.5
-4,-5,4,0,-4,-2,inf
-5,4,-1,1,1,3,2.4
4,0,3,0,0,2,inf
0,-4,-3,2,0,-3,inf
-1,-1,-1,4,3,-5,60.0
3,-2,0,0,-3,0,inf
3,0,-2,4,-4,0,inf
-1,0,3,0,5,4,inf
1,3,0,-1,-4,3,inf
-1,5,-1,4,-3,-5,300.0
1,-1,2,5,0,1,-0.0
-4,1,5,3,-2,-3,-0.8999999999999999
0,-1,-3,3,2,-2,inf
1,5,1,5,1,-4,-99.99999999999999
5,1,-1,-4,4,0,0.0
1,-4,1,2,-4,2,64.0
-1,1,-3,0,-3,4,inf
-4,3,0,4,5,-5,inf
0,-1,2,-4,-4,-2,inf
5,-1,-3,-5,-3,-2,-2.0
4,1,3,1,5,-1,-0.4166666666666667
-5,2,5,-1,0,-3,0.0
-2,-4,-4,-4,-1,-5,10.0
-4,-2,-4,-1,-4,-1,0.5
-4,3,2,0,3,0,inf
-4,2,2,-1,2,4,2.0
-5,-5,1,-3,2,-5,30.0
-3,-5,1,1,5,5,41.66666666666667
3,2,2,4,4,-3,-16.0
1,-2,-1,-1,-2,3,12.0
-3,-4,4,-5,2,3,-9.999999999999998
-1,2,-1,-2,-4,1,16.0
0,-1,-3,2,-5,5,inf
-3,2,-5,-2,0,4,-0.0
-2,-5,-5,1,1,2,-1.0
-4,-5,0,5,-4,2,inf
-5,3,1,1,3,3,-5.3999999999999995
1,-3,-5,-4,0,-2,-0.0
-5,0,0,-4,-1,-3,inf
0,4,0,-1,4,1,inf
-1,-4,5,-2,2,-1,3.2
0,4,4,3,1,-2,inf
-4,2,1,3,4,1,-6.0
-3,5,2,3,2,-2,10.0
0,-2,3,3,0,3,inf
5,0,2,1,1,-5,inf
-5,5,0,-4,2,-4,inf
4,4,0,1,-5,-5,inf
3,-2,-1,2,5,3,20.0
-5,4,-1,2,-5,-1,8.0
0,5,3,4,-2,5,inf
-1,0,2,0,-5,-5,inf
-2,3,1,2,5,-4,60.0
4,0,5,-4,2,0,inf
-1,-1,4,-1,0,-5,-0.0
1,0,1,-4,1,5,inf
1,3,0,1,-4,2,inf
4,3,5,-4,0,-4,-0.0
-2,1,3,-4,0,-5,0.0
0,-2,-2,2,-4,3,inf
-2,-3,-1,4,-2,-2,-24.0
2,-5,-4,-2,5,-1,6.25
-1,3,-5,-3,2,-5,18.0
5,3,4,5,4,-3,-8.999999999999998
3,-1,-2,1,-4,-1,0.6666666666666666
0,0,-3,-4,-5,0,inf
0,1,-1,4,2,1,inf
-5,-4,4,0,0,-5,inf
0,-3,4,-1,2,-2,inf
0,0,-1,1,0,-2,inf
-4,0,3,5,3,5,inf
2,1,-5,-5,-5,-3,7.5
5,4,-1,5,-3,2,24.0
1,-3,-5,-5,-5,-5,-75.0
-4,5,2,-4,-2,-5,25.0
0,4,-5,3,3,5,inf
-5,2,1,0,3,0,inf
-3,4,2,-5,-5,-4,66.66666666666666
2,4,-5,-5,-4,3,-24.0
-3,0,-5,-2,0,-1,inf
-3,-2,-3,-3,1,-4,-2.6666666666666665
-2,-2,5,-4,0,-1,-0.0
-5,0,-1,-4,0,-3,inf
1,0,3,-5,4,-2,inf
-1,2,-1,-1,0,-2,-0.0
5,0,-5,-5,-5,0,inf
3,3,4,-4,-3,3,9.0
-2,1,3,1,-1,-4,-0.6666666666666666
4,-2,-2,-2,-1,-5,-2.5
1,-3,1,-1,-1,-1,3.0
-4,1,5,4,2,0,-0.0
-1,4,2,4,0,-1,-0.0
5,-1,2,2,2,0,-0.0
2,1,4,0,-3,3,inf
4,-2,-3,0,-3,-4,inf
0,0,1,-2,0,-2,inf
2,-2,-1,-2,-2,1,4.0
-4,-2,-5,-4,-2,0,0.0
5,2,-3,2,4,3,-3.2
-1,2,-2,2,5,-2,-20.0
1,5,4,-3,-2,3,22.5
-1,-5,-5,-4,-4,-2,32.0
3,-5,4,2,-1,5,4.166666666666667
0,-3,4,1,-2,2,inf
4,-3,-4,1,2,1,0.375
0,4,-5,1,0,3,inf
5,-4,3,-2,-2,3,-3.2
-2,-4,-4,-1,5,0,0.0
-2,4,-1,-3,5,0,-0.0
3,-5,0,-1,-5,3,inf
2,5,-1,1,1,3,-7.5
-2,5,-5,4,-5,1,-10.0
0,5,-1,-4,1,-1,inf
-4,1,0,3,-2,-4,inf
3,-5,-1,-1,-5,-4,-33.333333333333336
-1,0,3,3,0,-4,inf
0,-2,-3,5,-2,-1,inf
-1,3,0,5,-2,-4,inf
1,-1,1,-4,-5,1,-20.0
0,3,-2,4,3,-4,inf
-3,4,5,-2,-4,1,-2.1333333333333333
5,-3,-1,1,5,2,6.0
5,2,4,-5,4,-5,10.0
-5,2,3,-3,-3,-5,6.0
3,-3,-5,-5,-4,3,12.0
4,1,4,3,-4,-1,0.75
5,-1,2,5,-5,5,12.5
-5,-1,-2,-4,-5,-4,8.0
2,5,-2,-1,-1,1,-1.25
4,-5,0,-3,-5,-5,inf
-2,-1,1,-5,4,1,-10.0
2,-4,-1,4,-2,4,-64.0
-5,5,4,3,2,-1,1.5
-4,1,3,-2,4,-1,-0.6666666666666666
3,-3,-1,-5,3,-2,30.0
5,2,0,5,-2,4,inf
2,2,4,-1,-4,1,1.0
0,3,-2,1,3,2,inf
1,-2,0,-2,1,2,inf
0,-5,-2,2,2,5,inf
-1,4,4,4,3,0,-0.0
3,2,-1,-2,-2,-1,2.6666666666666665
4,-1,-4,-1,-1,4,0.25
3,-3,1,-3,5,-2,-30.0
5,-2,-5,-5,2,-3,2.4
5,1,-4,-3,-2,1,-0.30000000000000004
2,5,2,-4,1,5,-25.0
2,-5,-3,-4,-3,-1,-9.999999999999998
5,-5,-5,2,-5,-4,8.0
-3,2,5,2,4,-4,4.266666666666667
3,-3,-4,-1,5,1,-1.25
-4,-5,-2,1,-3,-2,-3.75
3,1,1,2,4,4,10.666666666666666
-2,1,0,2,-3,1,inf
-1,1,1,-5,-4,4,-80.0
-3,-4,-4,1,-3,3,3.0
-5,-2,0,2,-1,5,inf
5,4,-4,4,0,-1,-0.0
-1,5,-5,0,-4,-5,inf
4,5,2,5,-2,1,-6.249999999999999
-1,-2,4,1,-4,1,-2.0
2,-5,-1,-1,2,3,-15.0
5,0,4,-5,-3,3,inf
0,-1,0,1,-1,-3,inf
-3,-1,1,5,-4,3,-19.999999999999996
0,3,-3,0,1,0,inf
5,2,-3,-5,-1,-5,3.3333333333333335
1,-1,5,-4,-4,-1,3.2
-4,4,-2,-2,0,-1,-0.0
2,0,-1,-4,5,4,inf
5,3,-3,-4,-3,-3,7.2
-3,4,0,0,4,1,inf
-4,2,0,5,-1,2,inf
-2,-1,0,5,1,-1,inf
-3,4,-1,5,-5,-4,133.33333333333331
-1,-1,1,4,-5,5,-100.0
4,5,3,4,0,-5,0.0
0,-4,1,2,-4,-3,inf
0,4,3,0,-5,-3,inf
-2,5,5,0,0,1,inf
0,-5,5,-1,2,2,inf
0,5,-1,-2,2,1,inf
3,2,-5,1,3,1,-0.4
-1,2,0,-4,-4,-2,inf
3,4,4,-2,1,5,-3.3333333333333335
3,-3,4,-3,-1,0,0.0
-5,3,4,0,3,-1,inf
5,-5,4,3,4,3,-9.0
1,-3,5,1,4,-3,7.200000000000001
3,4,3,5,-4,2,-17.77777777777778
4,-4,-2,3,4,3,18.0
5,0,-4,5,-3,-3,inf
0,4,4,3,-3,0,inf
5,-4,5,3,-4,2,3.84
-3,-4,-3,1,-3,-3,-4.0
-1,-1,2,-1,-4,0,-0.0
-4,1,1,-2,-2,-2,2.0
1,1,4,5,-1,-3,3.75
-2,2,-5,-2,1,1,-0.4
3,4,-2,2,-4,1,5.333333333333333
4,4,4,5,-1,2,-2.5
-1,0,3,-5,-2,1,inf
-4,3,-4,5,0,-1,0.0
0,5,0,2,5,5,inf
2,-5,4,-5,-4,3,-37.49999999999999
3,1,1,4,-1,1,-1.3333333333333333
1,-4,2,-3,2,0,0.0
-3,0,-5,3,1,-3,inf
-3,-2,-5,1,0,-3,-0.0
-3,-3,-1,0,2,5,inf
3,-4,-2,-2,1,-2,2.6666666666666665
4,-2,-5,4,4,-5,-8.0
3,5,0,1,-1,-5,inf
-1,0,-2,-3,1,1,inf
0,5,-1,-2,2,-1,inf
-1,2,1,0,3,5,inf
4,2,-1,-5,5,3,37.5
-2,-2,3,1,0,2,0.0
-1,-5,0,-1,-2,5,inf
0,-4,-3,2,-2,-1,inf
4,2,-4,-5,-4,-2,5.0
2,4,-3,-3,-2,3,-12.0
-5,2,5,2,4,5,-3.2
-5,-5,3,-3,5,-4,20.0
-2,-1,-2,-5,0,3,0.0
-4,1,-3,4,-1,-2,0.6666666666666666
1,-4,1,0,1,5,inf
3,-2,2,-5,-5,-2,16.666666666666664
3,5,-1,-1,-4,5,-33.333333333333336
-4,5,-2,0,-4,0,inf
2,-2,3,4,-5,-2,-13.333333333333334
4,-2,-1,4,-2,1,-4.0
2,4,3,-2,-2,-1,-2.6666666666666665
-5,1,3,0,1,-5,inf
5,-1,-4,-4,0,2,-0.0
1,-2,-4,1,0,1,0.0
-3,0,-5,-2,3,-1,inf
1,2,-2,-1,0,-4,0.0
-1,1,0,1,-2,-4,inf
2,5,-2,-2,1,5,12.5
3,-2,1,3,4,0,-0.0
-4,-3,2,-2,2,1,-1.5
3,-5,2,-2,1,2,3.3333333333333335
-4,1,0,-1,0,-4,inf
-2,-5,3,-1,5,5,-20.83333333333333
1,2,0,4,-4,-5,inf
-4,-2,-2,-1,5,-3,-3.75
4,5,-3,0,2,2,inf
3,1,4,-2,1,-4,0.6666666666666666
-1,1,0,2,-3,3,inf
-3,5,-4,3,5,1,6.250000000000001
3,0,-4,-5,2,3,inf
-4,1,-3,5,3,-5,-6.25
3,-2,5,1,-2,2,0.5333333333333333
3,3,0,1,-3,5,inf
4,-3,3,-2,-2,0,0.0
4,-2,3,2,4,-3,4.0
-3,4,-3,-2,3,0,-0.0
-1,0,-4,2,4,-1,inf
-4,0,-5,5,5,0,inf
-1,-2,-4,3,5,-2,15.0
1,4,-1,-2,-4,2,-64.0
0,4,-4,0,2,-4,inf
0,-1,1,-4,-3,2,inf
-4,5,-5,4,3,5,15.0
3,-4,-1,0,4,1,inf
0,2,-4,-5,1,-4,inf
-2,3,4,4,5,0,-0.0
-1,5,1,-5,1,5,124.99999999999997
-4,0,0,1,2,-2,inf
-3,0,-1,1,1,0,inf
2,0,-1,-4,5,5,inf
-4,1,-1,4,3,5,15.0
3,4,1,2,5,1,13.333333333333334
-3,4,2,-3,-5,-4,40.0
-4,-2,-4,5,-5,3,9.375
-4,-4,2,-3,-4,1,6.0
-4,0,1,1,1,-3,inf
1,-4,-3,4,-2,2,-21.333333333333332
-5,1,1,0,-3,5,inf
-4,-4,-5,4,-3,2,4.8
5,3,-3,0,5,3,inf
5,-5,-5,4,4,-3,-9.6
3,-3,1,1,2,4,-8.0
-5,-3,0,-1,-1,3,inf
3,-1,2,3,4,-1,2.0
-3,-4,2,0,-1,0,inf
2,4,3,3,1,4,8.0
2,1,-1,3,-3,-4,-18.0
5,3,0,-2,2,-1,inf
-5,2,4,-5,5,0,0.0
4,-1,-4,5,-2,-1,0.625
0,3,4,-5,4,3,inf
4,-2,-2,-4,-2,-2,-4.0
-4,-2,4,1,5,-3,-1.875
2,3,3,-1,-4,-5,-10.0
5,-4,2,1,2,4,-3.2
5,-1,0,-3,1,2,inf
0,3,-3,5,-4,3,inf
3,4,0,3,-1,-4,inf
2,2,-2,4,2,5,-20.0
-4,5,3,-1,-4,-3,4.999999999999999
-4,-4,-5,-5,5,-5,-25.0
-1,1,-5,-3,-3,-4,-7.199999999999999
-4,-1,3,0,2,2,inf
-1,0,5,4,2,5,inf
0,3,3,-3,-3,0,inf
0,2,-2,4,-1,4,inf
-1,2,2,0,-4,-3,inf
5,-3,5,-1,-3,3,-1.0799999999999998
2,-1,4,1,-4,-1,-0.5
2,-2,-2,3,-3,-5,22.5
-2,2,3,-1,-4,-4,5.333333333333333
5,-2,3,2,0,-2,-0.0
0,-5,0,-4,-1,4,inf
1,4,3,-1,0,-1,-0.0
-2,4,2,-3,5,-5,-75.0
1,-3,0,-1,-1,2,inf
-5,3,-2,4,1,-4,-4.8
-1,-4,-3,4,-3,3,48.0
-1,0,-1,-2,-3,-3,inf
-3,-3,3,-3,3,-3,9.0
-1,1,-3,1,-3,-5,5.0
-1,0,4,0,-5,-5,inf
3,5,1,-2,3,1,-10.0
-3,-4,-2,0,-3,2,inf
-4,0,1,-2,-1,1,inf
-3,-2,4,-4,-5,-1,-3.3333333333333335
0,-3,-2,-4,0,0,inf
-3,-3,5,5,-5,-4,20.0
5,-5,3,3,5,-2,10.0
3,1,1,-1,-3,1,1.0
-2,-2,3,-5,3,2,-10.0
-4,4,1,-4,1,-5,-20.0
5,-1,4,3,2,4,-1.2000000000000002
-2,4,1,-1,-2,2,-8.0
2,-2,0,1,4,4,inf
-2,3,0,5,4,-2,inf
-1,1,5,1,4,-4,3.2
0,-1,0,0,-4,5,inf
-5,-4,-1,-1,3,5,12.0
4,1,-1,5,-3,3,11.25
2,4,1,4,0,-2,0.0
-1,-4,3,-2,-2,0,-0.0
3,-2,3,0,0,-1,inf
-4,4,5,-3,-3,-2,3.5999999999999996
-3,-5,3,3,-4,-1,6.666666666666667
3,1,3,-2,1,-5,1.1111111111111112
1,-3,4,3,0,-3,-0.0
-3,2,4,4,1,-5,3.3333333333333335
-5,-1,5,1,4,1,0.16
4,5,-3,-4,4,3,19.999999999999996
0,4,-4,-4,4,-4,inf
1,-5,-3,0,1,-2,inf
1,5,-1,1,5,-5,125.0
3,-2,0,3,-2,0,inf
0,0,-2,0,-2,0,inf
-5,3,-2,-1,0,-1,-0.0
-3,5,3,4,5,-1,11.111111111111112
-4,2,-4,-1,4,-4,2.0
-5,0,3,3,1,-3,inf
2,-3,1,0,-4,-5,inf
-5,-1,1,-4,3,0,-0.0
-1,4,-3,-5,3,5,-100.0
1,3,4,2,2,-1,-3.0
2,-2,2,-2,5,-2,-10.0
-1,-1,2,-2,-4,0,-0.0
1,2,3,-2,0,-4,-0.0
-4,-4,2,-4,-3,-5,-30.0
-3,3,-4,-2,1,4,-2.0
-4,-5,-2,0,4,2,inf
0,0,-2,-3,-3,0,inf
5,4,-3,-5,2,2,5.333333333333333
2,4,-5,4,-1,4,6.4
5,1,-3,2,-5,1,0.6666666666666666
-4,-5,0,5,2,5,inf
-2,-5,-5,-5,-3,-3,22.5
-2,-2,2,5,-3,0,0.0
-5,0,-2,-2,5,-1,inf
4,0,0,-1,-2,-5,inf
-4,2,-4,4,-4,-5,10.0
4,5,3,5,-4,4,-33.333333333333336
-5,-3,0,-5,5,-5,inf
3,-4,-2,4,5,5,66.66666666666667
0,2,5,0,4,-1,inf
2,-2,5,-3,1,1,0.6
-5,-5,-2,-1,-1,2,-1.0
5,4,-1,-2,-3,-2,9.6
1,4,5,-3,-2,-4,-19.2
-1,-2,2,-3,-5,0,-0.0
5,-5,-2,5,-2,3,-15.0
0,5,0,1,2,-1,inf
-4,-2,-4,4,0,2,-0.0
3,-1,4,-2,1,2,0.3333333333333333
1,-4,0,0,5,4,inf
2,1,1,4,4,-4,-32.0
2,-2,-3,4,0,-1,0.0
-1,-2,5,-4,-2,5,16.0
4,3,-1,-4,5,-5,-75.0
-5,-3,-1,4,-3,1,7.199999999999999
-1,-2,3,2,5,-4,-26.666666666666668
-2,-3,-5,1,3,4,-3.6000000000000005
-5,5,2,0,3,0,inf
-3,-1,-2,-5,5,-5,-20.83333333333333
5,-4,4,-5,-2,-4,8.0
5,0,2,4,-4,-2,inf
-4,-2,-4,-5,-4,-5,12.5
-1,0,-4,-5,-5,-2,inf
-1,5,4,0,5,3,inf
2,-2,1,5,2,0,-0.0
-2,1,1,0,4,-3,inf
-1,2,2,2,3,-1,6.0
4,-4,5,2,-3,5,6.0
-2,-3,3,-3,4,-3,18.0
-5,5,2,2,0,4,-0.0
2,-3,-3,-3,-5,0,-0.0
-4,-4,-3,0,-3,2,inf
4,-4,-5,5,-1,3,-3.0
5,-1,5,-1,3,0,0.0
