rows,50000
columns,4
x1,x2,x3,F4
5,-3,-4,13.333333333333334
-2,4,0,-0.46875
1,1,-3,-0.0
-3,4,5,2.3076923076923075
-3,-1,3,18.46153846153846
-4,4,2,0.6696428571428571
-4,-3,1,-0.0
3,-4,-5,3.2142857142857144
-4,-2,-5,-16.071428571428573
-1,4,0,-0.3409090909090909
0,-4,4,0.5625
5,3,3,-5.333333333333333
2,0,-5,inf
4,1,-4,75.0
3,-4,-4,2.6785714285714284
-2,0,2,inf
5,3,1,-0.0
0,2,2,0.75
3,-2,2,-2.142857142857143
-1,3,-5,-3.6363636363636362
5,-4,-5,9.0
5,1,4,-72.0
-4,5,-4,-2.142857142857143
-3,-4,-1,-1.1538461538461537
0,-4,3,0.375
4,-5,-3,2.4
-2,-5,5,1.2
5,3,-2,8.0
2,-4,-5,1.40625
-3,-1,1,-0.0
-2,1,-3,-30.0
4,-3,-1,3.3333333333333335
4,0,3,inf
-4,-2,-1,-5.357142857142857
3,1,0,8.571428571428571
5,2,-5,36.0
2,-4,-2,0.703125
5,-4,-5,9.0
5,1,1,-0.0
3,3,-2,2.857142857142857
4,-4,-1,1.875
3,-3,5,-3.8095238095238093
-2,5,0,-0.3
3,-2,1,-0.0
5,0,-1,inf
0,-4,-4,-0.9375
4,1,-5,90.0
2,-1,-4,18.75
2,-3,5,-1.6666666666666667
-1,-3,2,0.6060606060606061
4,-5,3,-1.2
-4,2,-1,-5.357142857142857
-1,-1,-2,-16.363636363636363
-4,-3,-1,-2.380952380952381
-3,-4,5,2.3076923076923075
1,1,2,-0.0
5,-1,-1,48.0
-2,-5,0,-0.3
-2,-5,2,0.3
-1,-1,3,10.909090909090908
-3,-4,-2,-1.7307692307692308
1,-3,1,-0.0
-3,-4,5,2.3076923076923075
1,0,-5,inf
5,-1,2,-24.0
2,-3,-2,1.25
5,-4,5,-6.0
-3,1,0,-9.23076923076923
-2,0,-4,inf
-4,0,3,inf
-3,-4,-1,-1.1538461538461537
0,3,-5,-2.0
-3,2,0,-2.3076923076923075
1,5,4,-0.0
-5,1,-4,-60.0
-2,5,0,-0.3
-2,-4,5,1.875
4,-2,3,-7.5
-5,1,-3,-48.0
1,-1,5,-0.0
1,2,5,-0.0
-3,2,4,6.923076923076923
-5,-1,4,36.0
-3,2,4,6.923076923076923
0,4,-4,-0.9375
-1,-3,-1,-1.2121212121212122
-5,-2,-2,-9.0
5,-4,3,-3.0
-5,5,3,0.96
-1,1,-2,-16.363636363636363
4,4,4,-2.8125
1,-3,3,-0.0
2,3,-1,0.8333333333333334
-1,1,3,10.909090909090908
4,4,-3,3.75
-1,4,0,-0.3409090909090909
2,0,2,inf
4,-3,0,1.6666666666666667
5,-1,3,-48.0
-1,2,3,2.727272727272727
-2,-1,1,-0.0
-3,-1,-4,-46.15384615384615
4,3,0,1.6666666666666667
-4,1,-4,-53.57142857142857
2,-3,3,-0.8333333333333334
2,3,2,-0.4166666666666667
5,2,5,-24.0
4,-4,-5,5.625
5,-2,2,-6.0
0,-1,2,3.0
2,4,3,-0.46875
5,1,-2,72.0
-3,0,-5,inf
2,2,4,-2.8125
2,3,-1,0.8333333333333334
3,-2,0,2.142857142857143
1,1,5,-0.0
5,-1,-4,120.0
-5,-1,-1,-24.0
5,-5,-4,4.8
5,-2,-3,24.0
4,-1,-3,60.0
-4,-3,2,1.1904761904761905
3,0,-3,inf
4,1,-2,45.0
-2,5,2,0.3
-4,2,-2,-8.035714285714286
3,-1,0,8.571428571428571
4,1,2,-15.0
2,-3,-1,0.8333333333333334
1,-1,3,-0.0
5,-3,-3,10.666666666666666
-1,0,-4,inf
1,1,-1,-0.0
3,1,4,-25.714285714285715
0,1,-2,-9.0
-3,2,-2,-6.923076923076923
-2,5,-5,-1.8
-2,-1,-4,-37.5
1,0,-5,inf
5,3,-2,8.0
0,-5,3,0.24
-5,-5,5,1.92
-5,3,5,5.333333333333333
2,3,-4,2.0833333333333335
4,-3,0,1.6666666666666667
0,-3,-2,-1.0
-3,-1,3,18.46153846153846
3,2,4,-6.428571428571429
3,5,-3,1.3714285714285714
1,1,-2,-0.0
-2,1,-3,-30.0
4,-2,-3,15.0
-5,-1,-2,-36.0
1,-1,-2,-0.0
-1,-5,5,0.8727272727272727
5,-2,0,6.0
1,4,1,-0.0
5,-2,1,-0.0
0,3,-2,-1.0
-5,-5,5,1.92
3,0,-5,inf
3,0,-2,inf
-4,-1,-4,-53.57142857142857
5,5,-2,2.88
5,3,0,2.6666666666666665
0,4,-4,-0.9375
-1,-4,-2,-1.0227272727272727
-4,2,-4,-13.392857142857142
-2,-1,-2,-22.5
-2,-3,0,-0.8333333333333334
-5,-5,5,1.92
-2,3,2,0.8333333333333334
-1,-5,4,0.6545454545454545
0,-3,-4,-1.6666666666666667
4,2,-1,7.5
1,-2,0,-0.0
3,-4,2,-0.5357142857142857
3,1,1,-0.0
3,1,1,-0.0
3,1,2,-8.571428571428571
0,3,-5,-2.0
0,4,3,0.375
3,-1,-5,51.42857142857143
-1,-5,-3,-0.8727272727272727
-4,3,-5,-7.142857142857143
2,-2,-3,3.75
5,5,-5,5.76
1,3,3,-0.0
0,5,-3,-0.48
2,-3,5,-1.6666666666666667
1,1,-4,-0.0
-4,2,0,-2.6785714285714284
2,-4,1,-0.0
0,-1,1,-0.0
4,-5,0,0.6
1,-2,5,-0.0
-2,2,-2,-5.625
-5,0,2,inf
2,2,4,-2.8125
-4,-3,-5,-7.142857142857143
-2,3,-2,-2.5
-4,-1,2,10.714285714285714
3,1,-3,34.285714285714285
-1,4,-5,-2.0454545454545454
-5,-4,4,2.25
-5,3,3,2.6666666666666665
-2,1,-2,-22.5
-5,-1,0,-12.0
2,4,0,0.234375
1,-5,4,-0.0
-2,-2,3,3.75
0,-4,-2,-0.5625
-2,-2,-1,-3.75
-4,-5,4,1.2857142857142858
5,-5,4,-2.88
-2,-4,-1,-0.9375
-5,-3,-2,-4.0
-3,0,0,inf
0,0,1,inf
-2,3,-4,-4.166666666666667
0,2,0,-0.75
0,-4,-1,-0.375
3,2,3,-4.285714285714286
-5,3,-5,-8.0
-1,3,-5,-3.6363636363636362
3,3,0,0.9523809523809523
0,2,-1,-1.5
3,0,-4,inf
3,2,-2,6.428571428571429
3,-1,0,8.571428571428571
-5,2,-3,-12.0
2,-3,-2,1.25
-1,3,1,-0.0
-5,3,-4,-6.666666666666667
-3,2,3,4.615384615384615
-3,-4,-3,-2.3076923076923075
2,-1,2,-3.75
0,5,-5,-0.72
2,-3,3,-0.8333333333333334
-2,2,3,3.75
4,-4,-1,1.875
4,0,2,inf
4,1,3,-30.0
5,-2,-5,36.0
2,0,5,inf
-5,-5,5,1.92
4,3,-3,6.666666666666667
-5,0,2,inf
2,-3,4,-1.25
-5,0,-2,inf
1,-4,1,-0.0
-2,3,-5,-5.0
1,-5,3,-0.0
3,-5,3,-0.6857142857142857
4,-5,4,-1.8
4,1,-3,60.0
-3,-5,-1,-0.7384615384615385
-5,4,-3,-3.0
-5,3,3,2.6666666666666665
-5,2,-4,-15.0
3,1,-3,34.285714285714285
1,4,-5,-0.0
-1,4,-5,-2.0454545454545454
3,-1,-2,25.714285714285715
-2,1,-3,-30.0
-5,3,-1,-2.6666666666666665
2,-5,3,-0.3
4,4,-3,3.75
-3,1,4,27.692307692307693
-3,4,-3,-2.3076923076923075
-4,-1,2,10.714285714285714
-3,2,2,2.3076923076923075
2,-5,2,-0.15
1,-5,1,-0.0
1,2,0,-0.0
-5,-4,-1,-1.5
-5,4,1,-0.0
4,-1,0,15.0
4,-5,-2,1.8
4,-2,3,-7.5
0,-2,1,-0.0
2,4,2,-0.234375
-5,4,4,2.25
0,-2,-4,-3.75
2,2,-2,2.8125
-2,-2,-1,-3.75
0,-2,2,0.75
1,-1,-2,-0.0
3,-4,-2,1.6071428571428572
4,-1,2,-15.0
-4,-4,3,1.3392857142857142
-3,-4,-3,-2.3076923076923075
4,0,4,inf
-5,-4,-5,-4.5
2,-3,-3,1.6666666666666667
3,-2,2,-2.142857142857143
-1,3,-2,-1.8181818181818181
1,-4,-3,-0.0
-1,-2,1,-0.0
-2,5,4,0.9
0,0,4,inf
-2,0,4,inf
5,-2,4,-18.0
3,-5,-1,0.6857142857142857
3,2,-1,4.285714285714286
1,0,4,inf
-5,-1,-2,-36.0
-3,3,-5,-6.153846153846154
-5,5,5,1.92
-4,-3,3,2.380952380952381
-4,-5,2,0.42857142857142855
-2,0,0,inf
2,-2,3,-1.875
-5,4,-2,-2.25
2,5,-1,0.3
-3,-2,5,9.23076923076923
4,4,-4,4.6875
-3,0,-5,inf
2,-2,-3,3.75
0,-5,-4,-0.6
-2,-4,-3,-1.875
2,-5,-1,0.3
-5,5,-4,-2.4
-5,5,-3,-1.92
-3,-4,-1,-1.1538461538461537
-4,-1,-2,-32.142857142857146
2,1,3,-7.5
-4,2,1,-0.0
-1,-1,-4,-27.272727272727273
4,-4,5,-3.75
-1,1,5,21.818181818181817
5,-1,4,-72.0
0,3,4,1.0
-5,1,-5,-72.0
-3,2,3,4.615384615384615
2,1,1,-0.0
5,0,-3,inf
5,-4,0,1.5
-2,-1,2,7.5
-4,-3,-1,-2.380952380952381
4,-3,-5,10.0
5,-4,-5,9.0
-4,0,5,inf
2,0,4,inf
-2,2,-2,-5.625
-4,1,-2,-32.142857142857146
5,-1,-3,96.0
3,-3,5,-3.8095238095238093
3,3,5,-3.8095238095238093
5,-2,1,-0.0
0,-1,-5,-18.0
2,-5,2,-0.15
3,4,-3,2.142857142857143
-4,-1,1,-0.0
-2,2,-1,-3.75
-1,-4,1,-0.0
-1,1,-2,-16.363636363636363
-1,-5,-1,-0.43636363636363634
1,-5,4,-0.0
-5,-4,0,-0.75
2,3,2,-0.4166666666666667
-2,3,0,-0.8333333333333334
4,-1,-5,90.0
-4,4,2,0.6696428571428571
0,0,1,inf
-4,-4,5,2.6785714285714284
2,4,1,-0.0
4,-1,-5,90.0
2,0,4,inf
2,2,4,-2.8125
5,3,1,-0.0
1,-2,1,-0.0
-2,2,5,7.5
2,2,1,-0.0
4,-4,3,-1.875
-5,-1,2,12.0
5,-5,3,-1.92
-4,1,3,21.428571428571427
-4,-5,4,1.2857142857142858
0,-3,5,1.3333333333333333
-2,-1,5,30.0
-1,3,-3,-2.4242424242424243
-1,4,0,-0.3409090909090909
0,5,-1,-0.24
-4,0,-2,inf
1,-5,-4,-0.0
-2,1,2,7.5
-4,0,-1,inf
-3,2,5,9.23076923076923
-4,5,0,-0.42857142857142855
-1,-3,-4,-3.0303030303030303
4,3,-1,3.3333333333333335
3,-5,0,0.34285714285714286
0,4,-3,-0.75
2,4,4,-0.703125
-2,-3,0,-0.8333333333333334
-5,1,-4,-60.0
3,-1,2,-8.571428571428571
3,-4,3,-1.0714285714285714
-4,0,-2,inf
4,-4,3,-1.875
-1,2,-3,-5.454545454545454
-3,5,-2,-1.1076923076923078
3,4,-1,1.0714285714285714
1,4,5,-0.0
-5,1,0,-12.0
-1,5,0,-0.21818181818181817
-1,-4,-5,-2.0454545454545454
4,0,-3,inf
-4,4,-4,-3.3482142857142856
0,-4,-2,-0.5625
-1,3,-5,-3.6363636363636362
-5,-1,3,24.0
-2,-5,0,-0.3
2,3,-4,2.0833333333333335
-3,-4,-1,-1.1538461538461537
-1,4,4,1.0227272727272727
5,5,4,-2.88
2,-3,-4,2.0833333333333335
-3,2,2,2.3076923076923075
-3,-3,3,2.051282051282051
1,-5,4,-0.0
5,5,1,-0.0
-1,2,3,2.727272727272727
-5,-2,3,6.0
2,0,4,inf
-3,4,0,-0.5769230769230769
5,-5,5,-3.84
5,3,-4,13.333333333333334
3,-5,-2,1.0285714285714285
4,2,5,-15.0
0,4,-1,-0.375
4,1,4,-45.0
-4,-2,0,-2.6785714285714284
-3,5,5,1.476923076923077
-2,0,-1,inf
-3,3,3,2.051282051282051
4,-2,1,-0.0
3,-2,5,-8.571428571428571
-4,-1,2,10.714285714285714
-1,-5,-1,-0.43636363636363634
3,-4,0,0.5357142857142857
-1,0,-2,inf
-4,4,2,0.6696428571428571
5,-4,2,-1.5
-5,0,-1,inf
1,-1,1,-0.0
3,4,-5,3.2142857142857144
-3,5,-2,-1.1076923076923078
1,2,2,-0.0
0,-2,-1,-1.5
5,1,3,-48.0
4,1,-1,30.0
3,-1,1,-0.0
0,5,0,-0.12
-2,2,0,-1.875
1,4,3,-0.0
-3,-5,0,-0.36923076923076925
5,2,4,-18.0
1,-5,5,-0.0
3,2,-5,12.857142857142858
3,1,-4,42.857142857142854
1,0,1,inf
3,-5,2,-0.34285714285714286
2,4,3,-0.46875
-2,5,4,0.9
0,-3,-4,-1.6666666666666667
-4,-1,5,42.857142857142854
-1,4,0,-0.3409090909090909
5,-4,0,1.5
1,1,5,-0.0
1,-2,3,-0.0
5,5,5,-3.84
0,3,2,0.3333333333333333
-1,4,-5,-2.0454545454545454
-3,1,5,36.92307692307692
5,0,-5,inf
3,-2,-4,10.714285714285714
1,1,4,-0.0
0,-1,-2,-9.0
2,2,-1,1.875
2,-2,3,-1.875
-2,3,3,1.6666666666666667
2,5,1,-0.0
-2,-5,4,0.9
3,3,-5,5.714285714285714
3,3,4,-2.857142857142857
-2,-4,5,1.875
-5,-1,-4,-60.0
4,-5,-3,2.4
-5,0,-1,inf
4,-1,-1,30.0
-3,0,-5,inf
4,-4,4,-2.8125
4,-5,-2,1.8
-2,0,3,inf
3,1,3,-17.142857142857142
3,2,-4,10.714285714285714
3,-1,1,-0.0
5,3,-1,5.333333333333333
-3,4,-5,-3.4615384615384617
-4,-3,0,-1.1904761904761905
4,0,3,inf
0,0,3,inf
2,-2,2,-0.9375
-3,2,1,-0.0
-2,-4,2,0.46875
-2,0,0,inf
1,0,-4,inf
5,-2,4,-18.0
0,2,5,3.0
2,-1,4,-11.25
-1,5,3,0.43636363636363634
3,0,4,inf
-3,1,-5,-55.38461538461539
2,-4,-2,0.703125
-4,0,1,inf
-4,-3,-5,-7.142857142857143
2,-4,1,-0.0
-4,1,3,21.428571428571427
-1,-3,-1,-1.2121212121212122
4,4,-4,4.6875
-1,-2,-5,-8.181818181818182
0,-2,5,3.0
0,0,-1,inf
5,3,-4,13.333333333333334
0,-3,0,-0.3333333333333333
-2,2,-3,-7.5
3,-3,-3,3.8095238095238093
4,1,-1,30.0
-2,-4,-4,-2.34375
-3,3,0,-1.0256410256410255
-3,-5,3,0.7384615384615385
-5,-4,-2,-2.25
5,4,5,-6.0
0,5,1,-0.0
-2,-1,-5,-45.0
5,0,-5,inf
4,-5,4,-1.8
-2,4,-2,-1.40625
2,-3,-1,0.8333333333333334
-1,-3,-5,-3.6363636363636362
3,2,-5,12.857142857142858
-3,5,-4,-1.8461538461538463
4,4,-1,1.875
-2,1,-4,-37.5
4,3,-1,3.3333333333333335
2,1,4,-11.25
-2,5,1,-0.0
0,4,-4,-0.9375
4,4,3,-1.875
4,-2,3,-7.5
-2,1,-5,-45.0
0,4,5,0.75
-2,-5,-4,-1.5
-3,5,-3,-1.476923076923077
-3,3,-4,-5.128205128205129
3,-5,3,-0.6857142857142857
-5,0,5,inf
2,3,-1,0.8333333333333334
-5,0,4,inf
-5,4,1,-0.0
0,0,-2,inf
-4,1,4,32.142857142857146
-1,5,-4,-1.0909090909090908
1,5,-5,-0.0
4,-3,1,-0.0
-1,-2,0,-1.3636363636363635
4,-5,-1,1.2
1,-1,-2,-0.0
-3,2,5,9.23076923076923
-1,-3,3,1.2121212121212122
-2,4,3,0.9375
-5,2,2,3.0
-2,4,3,0.9375
-3,-4,4,1.7307692307692308
5,0,-2,inf
2,1,-4,18.75
-3,-5,3,0.7384615384615385
-1,1,3,10.909090909090908
-3,0,3,inf
-4,-1,-4,-53.57142857142857
4,3,2,-1.6666666666666667
2,4,4,-0.703125
-2,4,3,0.9375
-5,-4,-2,-2.25
2,1,-3,15.0
5,5,5,-3.84
-5,5,-4,-2.4
-4,0,0,inf
4,5,0,0.6
-2,5,5,1.2
-4,-3,2,1.1904761904761905
-5,3,5,5.333333333333333
3,-3,-5,5.714285714285714
-2,-5,2,0.3
-3,5,-4,-1.8461538461538463
-4,3,2,1.1904761904761905
-3,-1,-3,-36.92307692307692
-5,4,-1,-1.5
-5,4,-3,-3.0
2,3,1,-0.0
2,4,4,-0.703125
0,5,-4,-0.6
-5,-2,-5,-18.0
5,0,4,inf
0,4,2,0.1875
-4,1,1,-0.0
1,1,-3,-0.0
4,1,-3,60.0
-5,5,4,1.44
5,-5,-5,5.76
-1,1,0,-5.454545454545454
2,-1,-2,11.25
2,-5,-1,0.3
4,0,0,inf
-2,1,4,22.5
-1,0,-1,inf
-1,-2,-1,-2.727272727272727
3,-2,-3,8.571428571428571
5,5,3,-1.92
3,2,5,-8.571428571428571
0,3,3,0.6666666666666666
4,-5,-4,3.0
1,2,0,-0.0
-5,-1,-4,-60.0
5,2,0,6.0
-3,-3,-5,-6.153846153846154
-1,-2,-5,-8.181818181818182
-5,-4,-2,-2.25
-2,-3,-3,-3.3333333333333335
3,3,-2,2.857142857142857
-1,0,-2,inf
5,1,2,-24.0
4,-1,4,-45.0
5,-2,5,-24.0
0,4,-2,-0.5625
2,2,1,-0.0
4,4,-2,2.8125
5,-3,-2,8.0
3,0,3,inf
1,-4,5,-0.0
5,-2,5,-24.0
2,-3,5,-1.6666666666666667
-5,-4,-4,-3.75
-3,2,2,2.3076923076923075
-1,4,-4,-1.7045454545454546
-5,-5,-2,-1.44
3,0,-5,inf
4,4,-3,3.75
3,1,-2,25.714285714285715
5,-3,2,-2.6666666666666665
2,3,3,-0.8333333333333334
-4,5,4,1.2857142857142858
-2,4,-3,-1.875
1,-4,-2,-0.0
-3,4,1,-0.0
2,-3,4,-1.25
0,-4,4,0.5625
2,0,-1,inf
-5,3,-2,-4.0
0,-2,0,-0.75
4,-5,2,-0.6
-2,-1,4,22.5
5,-4,3,-3.0
-5,1,3,24.0
1,3,1,-0.0
2,-3,1,-0.0
-5,0,3,inf
1,1,4,-0.0
-2,-3,-3,-3.3333333333333335
-5,4,-4,-3.75
-2,-5,0,-0.3
1,-5,5,-0.0
-1,2,1,-0.0
4,0,-4,inf
-1,-3,-5,-3.6363636363636362
0,5,2,0.12
3,4,-5,3.2142857142857144
-5,4,-5,-4.5
5,-4,-2,4.5
-5,-1,4,36.0
-2,4,0,-0.46875
0,-3,-1,-0.6666666666666666
-1,3,3,1.2121212121212122
4,0,-3,inf
2,-1,0,3.75
1,4,-3,-0.0
0,2,3,1.5
3,-2,3,-4.285714285714286
1,2,4,-0.0
4,5,0,0.6
2,2,-3,3.75
5,0,-2,inf
-3,2,1,-0.0
-1,3,-3,-2.4242424242424243
-1,3,-3,-2.4242424242424243
0,5,-2,-0.36
2,-2,-3,3.75
3,-4,3,-1.0714285714285714
0,-3,0,-0.3333333333333333
3,1,5,-34.285714285714285
0,-5,0,-0.12
-3,-2,2,2.3076923076923075
-2,-2,1,-0.0
-1,-3,3,1.2121212121212122
0,0,-3,inf
4,3,-4,8.333333333333334
-3,-3,-2,-3.076923076923077
-4,0,0,inf
-1,3,-4,-3.0303030303030303
0,2,1,-0.0
1,-1,2,-0.0
-1,1,1,-0.0
-2,5,2,0.3
-3,-4,5,2.3076923076923075
1,-3,5,-0.0
0,4,-3,-0.75
4,-5,4,-1.8
5,3,3,-5.333333333333333
5,1,-4,120.0
4,5,-4,3.0
2,-3,-1,0.8333333333333334
-2,-5,3,0.6
-3,5,5,1.476923076923077
1,2,-3,-0.0
4,3,1,-0.0
-5,4,4,2.25
-1,-5,0,-0.21818181818181817
2,-2,-3,3.75
-3,-3,-3,-4.102564102564102
0,-2,-2,-2.25
-1,0,-4,inf
3,-4,-3,2.142857142857143
1,0,-4,inf
4,0,-5,inf
2,-4,-5,1.40625
-5,5,1,-0.0
-5,4,2,0.75
-5,-4,-4,-3.75
-4,2,-5,-16.071428571428573
-5,2,1,-0.0
4,-1,-3,60.0
0,-4,3,0.375
-1,3,-5,-3.6363636363636362
-3,0,-4,inf
1,4,-5,-0.0
1,0,-4,inf
3,-3,3,-1.9047619047619047
-1,-3,3,1.2121212121212122
3,2,5,-8.571428571428571
1,3,-5,-0.0
0,3,-1,-0.6666666666666666
2,0,1,inf
5,-1,-2,72.0
4,-4,-4,4.6875
2,1,2,-3.75
3,0,-4,inf
-3,-2,3,4.615384615384615
5,4,3,-3.0
0,-2,-2,-2.25
3,4,0,0.5357142857142857
5,1,1,-0.0
0,0,-4,inf
5,-2,2,-6.0
3,-3,2,-0.9523809523809523
3,1,-5,51.42857142857143
2,-1,4,-11.25
-5,-4,-3,-3.0
-5,3,2,1.3333333333333333
-3,-2,-5,-13.846153846153847
2,2,4,-2.8125
-4,-2,3,5.357142857142857
-1,1,-4,-27.272727272727273
-3,0,4,inf
4,0,-1,inf
2,-2,2,-0.9375
-5,2,3,6.0
3,0,-2,inf
2,3,1,-0.0
4,-5,-5,3.6
5,-4,5,-6.0
-4,5,-1,-0.8571428571428571
3,-4,2,-0.5357142857142857
5,1,2,-24.0
-5,-2,5,12.0
4,-2,-1,7.5
3,-4,-2,1.6071428571428572
0,1,1,-0.0
-2,-4,-1,-0.9375
1,-2,5,-0.0
3,2,0,2.142857142857143
3,-2,2,-2.142857142857143
2,5,-5,0.9
-3,5,-2,-1.1076923076923078
-4,-5,3,0.8571428571428571
2,3,0,0.4166666666666667
4,-3,-3,6.666666666666667
2,4,3,-0.46875
4,3,2,-1.6666666666666667
-3,5,2,0.36923076923076925
3,2,-3,8.571428571428571
-4,-2,1,-0.0
-4,-1,1,-0.0
0,2,2,0.75
3,1,-2,25.714285714285715
5,-1,-2,72.0
1,5,5,-0.0
-3,-2,5,9.23076923076923
3,-2,5,-8.571428571428571
4,-5,-4,3.0
-5,-2,3,6.0
2,3,-3,1.6666666666666667
-5,3,-1,-2.6666666666666665
-2,-1,0,-7.5
4,4,5,-3.75
-4,4,-1,-1.3392857142857142
3,-4,1,-0.0
1,-1,3,-0.0
0,-1,-2,-9.0
5,-2,-4,30.0
-4,3,4,3.5714285714285716
3,5,5,-1.3714285714285714
-2,3,-1,-1.6666666666666667
0,3,-3,-1.3333333333333333
-5,3,4,4.0
2,2,-4,4.6875
5,2,3,-12.0
2,-4,5,-0.9375
2,-3,4,-1.25
0,3,3,0.6666666666666666
-1,-2,3,2.727272727272727
2,-3,-1,0.8333333333333334
-4,2,-2,-8.035714285714286
-2,-5,3,0.6
5,5,3,-1.92
5,4,5,-6.0
0,-3,2,0.3333333333333333
-2,-4,2,0.46875
-2,1,1,-0.0
-3,1,2,9.23076923076923
5,3,-3,10.666666666666666
-5,-3,5,5.333333333333333
4,-5,1,-0.0
1,4,-4,-0.0
2,-4,-1,0.46875
4,-1,4,-45.0
-2,-3,4,2.5
5,-3,2,-2.6666666666666665
-3,-1,4,27.692307692307693
-3,-4,-4,-2.8846153846153846
0,2,-4,-3.75
-4,-1,4,32.142857142857146
-1,-5,0,-0.21818181818181817
0,1,2,3.0
-1,3,2,0.6060606060606061
4,1,2,-15.0
0,-5,2,0.12
4,5,-1,1.2
-1,3,-2,-1.8181818181818181
0,-3,2,0.3333333333333333
-1,5,0,-0.21818181818181817
-5,1,-5,-72.0
5,4,-2,4.5
1,5,0,-0.0
4,4,-1,1.875
-2,-3,-4,-4.166666666666667
-2,4,4,1.40625
-1,-5,3,0.43636363636363634
3,1,-3,34.285714285714285
5,-2,4,-18.0
-5,0,3,inf
5,3,-4,13.333333333333334
2,-4,5,-0.9375
-3,0,2,inf
-4,-4,3,1.3392857142857142
4,-5,2,-0.6
0,3,3,0.6666666666666666
-2,-3,-3,-3.3333333333333335
-1,5,2,0.21818181818181817
4,-2,-5,22.5
-1,0,-1,inf
5,4,2,-1.5
4,4,-4,4.6875
1,0,2,inf
3,-4,0,0.5357142857142857
3,2,5,-8.571428571428571
-5,1,3,24.0
-1,5,3,0.43636363636363634
-5,1,0,-12.0
5,4,-1,3.0
1,-3,-3,-0.0
3,-1,-5,51.42857142857143
-3,-3,-5,-6.153846153846154
-5,-3,-2,-4.0
-3,1,3,18.46153846153846
1,-5,5,-0.0
4,1,-3,60.0
3,3,2,-0.9523809523809523
-5,-5,3,0.96
4,3,-1,3.3333333333333335
3,0,-1,inf
3,3,2,-0.9523809523809523
3,5,-3,1.3714285714285714
-1,4,1,-0.0
3,-5,-4,1.7142857142857142
5,-4,5,-6.0
5,2,0,6.0
-5,-4,-4,-3.75
-1,2,5,5.454545454545454
4,4,2,-0.9375
-1,-2,2,1.3636363636363635
2,2,-4,4.6875
4,2,3,-7.5
0,0,0,inf
5,-5,-4,4.8
1,3,-3,-0.0
-4,3,4,3.5714285714285716
2,-5,2,-0.15
-2,4,-1,-0.9375
1,2,-1,-0.0
5,-2,2,-6.0
0,-3,2,0.3333333333333333
-2,1,1,-0.0
-2,-3,1,-0.0
-2,2,-2,-5.625
0,-2,-2,-2.25
1,1,-3,-0.0
-4,5,-1,-0.8571428571428571
1,2,-1,-0.0
4,1,-1,30.0
-5,1,-2,-36.0
4,-4,-3,3.75
-3,3,-4,-5.128205128205129
-1,1,-5,-32.72727272727273
-1,-5,-4,-1.0909090909090908
3,1,-2,25.714285714285715
-1,-5,-1,-0.43636363636363634
3,-5,4,-1.0285714285714285
2,0,-2,inf
3,3,-2,2.857142857142857
5,5,-5,5.76
-1,-5,1,-0.0
1,2,-3,-0.0
-5,0,5,inf
-5,1,-4,-60.0
5,0,4,inf
-5,-5,-2,-1.44
0,-3,-3,-1.3333333333333333
-2,0,-2,inf
-2,1,-5,-45.0
-4,2,2,2.6785714285714284
-1,2,5,5.454545454545454
0,0,-4,inf
5,-1,-4,120.0
0,1,4,9.0
-2,3,0,-0.8333333333333334
4,3,-1,3.3333333333333335
-1,4,2,0.3409090909090909
-3,1,-2,-27.692307692307693
5,-3,1,-0.0
4,2,1,-0.0
-1,-4,2,0.3409090909090909
5,2,-1,12.0
1,5,4,-0.0
-2,2,-2,-5.625
0,0,3,inf
-1,-5,4,0.6545454545454545
-5,-5,5,1.92
-2,0,-2,inf
1,1,2,-0.0
2,-1,2,-3.75
-3,4,4,1.7307692307692308
-5,3,2,1.3333333333333333
-5,-3,1,-0.0
5,1,1,-0.0
-4,5,-1,-0.8571428571428571
-4,-1,-1,-21.428571428571427
2,-1,-4,18.75
4,-1,-4,75.0
-5,4,3,1.5
3,-4,-5,3.2142857142857144
1,-4,3,-0.0
0,3,-5,-2.0
-5,5,4,1.44
2,-5,-3,0.6
3,-5,-5,2.057142857142857
0,4,1,-0.0
-2,2,-2,-5.625
-4,2,4,8.035714285714286
1,-5,1,-0.0
-1,-3,-2,-1.8181818181818181
-4,-2,-1,-5.357142857142857
3,-2,-3,8.571428571428571
5,-3,3,-5.333333333333333
-4,1,-5,-64.28571428571429
1,-4,0,-0.0
2,4,2,-0.234375
4,4,-5,5.625
2,-3,0,0.4166666666666667
4,-5,1,-0.0
-4,-2,4,8.035714285714286
-3,3,-3,-4.102564102564102
-4,5,3,0.8571428571428571
3,1,-2,25.714285714285715
0,1,5,12.0
-4,-1,-5,-64.28571428571429
-1,-1,4,16.363636363636363
3,-4,2,-0.5357142857142857
0,-5,1,-0.0
-5,2,2,3.0
-1,5,-1,-0.43636363636363634
-5,1,-5,-72.0
4,-3,4,-5.0
-4,-1,4,32.142857142857146
-4,-2,2,2.6785714285714284
4,3,0,1.6666666666666667
5,1,0,24.0
1,4,2,-0.0
1,5,5,-0.0
-4,4,0,-0.6696428571428571
3,-5,5,-1.3714285714285714
1,-4,3,-0.0
0,5,-5,-0.72
0,3,-4,-1.6666666666666667
-3,-4,1,-0.0
0,-4,2,0.1875
3,-2,-2,6.428571428571429
1,-5,-3,-0.0
3,3,1,-0.0
-5,3,-5,-8.0
-1,1,-5,-32.72727272727273
